OBJECTID,Join_Count,TARGET_FID,PARCELID,SITEADDRES,OWNERNME1,AGENCY,TOT_APPR,LOWPARCELID,BUILDING,UNIT,STATEDAREA,LGLSTARTDT,CVTTXCD,CVTTXDSCRP,SCHLTXCD,SCHLDSCRP,USECD,USEDSCRP,NGHBRHDCD,CLASSDSCRP,CLASSCD,LIVUNITS,SITEADDRESS,SITECITY,SITESTATE,SITEZIP,PRPRTYDSCRP,CNVYNAME,OWNERNME2,PSTLADDRESS,PSTLADDRESS2,PSTLCITY,PSTLSTATE,PSTLZIP5,PSTLZIP4,FLOORCOUNT,BLDGAREA,RESFLRAREA,RESYRBLT,RESSTRTYP,STRCLASS,CLASSMOD,LNDVALUE,IMPR_APPR,LANDASSESS,IMPRASSESS,LANDAPPR,PRVASSDVAL,CNTASSDVAL,ASSDVALYRCG,ASSDPCNTCG,PRVTXBLVAL,CNTTXBLVAL,TXBLVALYRCHG,TXBLPCNTCHG,PRVWNTTXOD,PRVSMRTXOD,TOTPRVTXTOD,CNTWNTTXOD,CNTSMRTXOD,TOTCNTTXOD,TXODYRCHG,TXODPCNTCHG,WATERSERV,SEWERSERV,LASTUPDATE,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ORDNAME,ORDLINK,ORDSTATUS,LOWPARCELI,SUBAGENCY,Censustrac,BLKGROUP,BLOCK,NSA,NEIGHBORHO,NPU,COUNCILDIS,OTHERID,STATUS,POTENTIAL_,COMMITTEDT,COMMENTS,Zoningcate,ZONING,ZONINGOVER,INCLUSIONA,ACRES,FLD_ZONE,NOFLD_PERC,NOFLD_AREA,Brownfield,Brownfie_1,Slope_C5_A,Slope_C5_P,ELEM_TOTFR,Park_Dist,Close_Park,Is_Atl_Par,Train_Dist,STATION,Bus_Dist,stop_name,LILATracts,TAD_desc,CID_NAME,GrowthType,CDBGZONEDE,Urb_Displ_,Tree_Can,OppZone_Fe,OppZone_St,OppZ_State,TAX_LIEN_V,HH_Med_Est,HIST_DSTRC,HIST_SITEN,HIST_SITE_,Shape__Are,Shape__Len,PARCELID_A,Viable_Spo,LANDUSECOD,LANDUSEDES,Intersect_,Prop,Vacancy_Fl,Fulton_LUC,Fulton_LU,ClassCode,APSExcess,Active_Park,Active_APS,Greenway,ZONING_CLASSIFICATION,PERCENTAGE,CONCAT,ZONINGCODE,Shape__Area,Shape__Length
1667,4,1667,14 017500160051,0 MARKTWO PL NW,CITY OF ATLANTA,City of Atlanta,2700,,,,,,,,,,,,,,E1,2,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,1080,0,2700,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01750016005,OEAM,TBD,2,515,J02,Grove Park,J,9, ,N/A,Cannot be developed,No, ,Residential,R-4A, , ,0.20602877,X,100.00013798,10787.6180611, , ,542.885473125,5.03249391223,565,433.636579735,South Evelyn Place Park, ,1712.59784753,Bankhead,60.1691288336,NORTH AVE NW @ MARKTWO PL NW,1, , ,Low Growth Res 1,"Block Group 2, Census Tract 85, Fulton County, Georgia-0.8221",Ongoing Displacement,0.178904,Census Tract 85, ,0,0,31964, , , ,1209.66015625,154.023198682,14 01750016005, ,LDR,Low-Density Residential,1209.6585,1,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,,,,R-4A,100,R-4A = 100.0%,Single Family Residential,1209.65234375,154.023198692098
1668,2,1668,17 0267  LL0334,0 MAYNARD RD NW,FULTON COUNTY,Landbank,253600,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,156200,38960,62480,97400,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 0267  LL033, ,TBD,2,103,G01,Atlanta Industrial Park,G,9, , ,0, , ,Industrial,I-1, , ,0.25518834,X,100.000132285,13365.6547026, , ,700.24803332,5.23916691868,89,563.142680883,English Park, ,5139.85849766,Hamilton E. Holmes,151.0274692,ATLANTA INDUSTRIAL PKWY NW @ ATLANTA INDUSTRIAL DR,1,Hollowell / Martin Luther King, ,Growth Area,"Block Group 2, Census Tract 86.02, Fulton County, Georgia-0.8652",Early/Ongoing Gentrification,0.223383, ,"City of Atlanta - Industrial Park 1, 2 & 3",2022,0,38346, , , ,1499.19921875,202.366255207,17 0267  LL033, ,I,Industrial,1499.1999,1,Low,612,School,E1,,,,,I-1,100,I-1 = 100.0%,Industrial,1499.19140625,202.366200519247
1669,2,1669,14 0025  LL0094,0 NEW TOWN CIR SE,CITY OF ATLANTA,City of Atlanta,8400,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,3360,0,8400,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 0025  LL009,Community Development,TBD,1,101,Z02,Thomasville Heights,Z,1, , ,More info needed, , ,Residential,R-4, , ,4.12131172,X,99.9999859674,215638.403177, , ,27996.8958037,12.9832587621,462,493.794295354,Thomasville Park, ,4777.96251191,King Memorial,275.167687375,MCDONOUGH BLVD SE @ NEW TOWN CIR,1, , ,Low Growth Res 1,"Block Group 1, Census Tract 68.02, Fulton County, Georgia-0.929",At Risk of Gentrification,3.07794, , ,0,0,14375, , , ,24162.9882813,719.21504126,14 0025  LL009, ,SFR,Single-Family Residential,24162.9789,1,High,600,Vacant Exempt Land,E1,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,24162.9765625,719.215035297683
1670,2,1670,14F001600060456,0 BOLTON RD REAR,CITY OF ATLANTA,City of Atlanta,2100,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,840,0,2100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14F00160006045,Parks,TBD,2,201,H01,Fairburn Heights,H,10, , ,0, , ,Residential,R-4, , ,1.46624388,X,100.00005134,76773.6111026, , ,8834.27300347,11.5069193857,360,96.339750316,Collier Park,COLL,3700.97616646,Hamilton E. Holmes,142.233352119,BOLTON RD @ ADKINS RD,1, , ,Low Growth Res 1,"Block Group 2, Census Tract 82.02, Fulton County, Georgia-0.8017",Ongoing Displacement,1.40949, , ,0,0,28646, , , ,8609.10546875,566.764512241,14F00160006045, ,OS,Open Space,8145.0422,0.9461,High,600,Vacant Exempt Land,E1,,Yes,,,R-4,100,R-4 = 100.0%,Single Family Residential,8609.1328125,566.764710053441
1671,3,1671,14 003300011090,415 ATKINSON DR SE,CITY OF ATLANTA,Aviation,7500,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,3000,0,7500,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00330001109, ,13121007200,2,510,Z03,Blair Villa/Poole Creek,Z,12,FSA-RLS, ,0, , ,Residential,R-4, , ,0.25829198,X,100.000131634,13506.2991467, , ,0,0,462,519.485446173,Harper Park, ,6449.02977085,East Point,332.757996778,RUBY H HARPER BLVD SE@ ATKINSON DR,1, , ,Low Growth Res 1,"Block Group 2, Census Tract 72, Fulton County, Georgia-1",Ongoing Displacement,0.228325,Census Tract 72,City of Atlanta - Southside Industrial Park,2021,0,44219, , , ,1512.47265625,172.922958269,14 00330001109, ,I,Industrial,1512.4729,1,High,100,Residential Vacant,E1,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1512.48046875,172.92310974508
1672,2,1672,14 003300011173,463 ATKINSON DR SE,CITY OF ATLANTA,Aviation,7300,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,2920,0,7300,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00330001117, ,13121007200,2,509,Z03,Blair Villa/Poole Creek,Z,12,FSA-RLS, ,0, , ,Residential,R-4, , ,0.27238515,X,100.000065,14243.486692, , ,0,0,462,542.424686684,Harper Park, ,6418.68608344,East Point,359.525452098,RUBY H HARPER BLVD SE@ ATKINSON DR,1, , ,Low Growth Res 1,"Block Group 2, Census Tract 72, Fulton County, Georgia-1",Ongoing Displacement,0.228325,Census Tract 72,City of Atlanta - Southside Industrial Park,2021,0,44219, , , ,1595.0546875,165.26093954,14 00330001117, ,I,Industrial,1595.0539,1,High,600,Vacant Exempt Land,E1,,,,,I-1,100,I-1 = 100.0%,Industrial,1595.05859375,165.260940226613
1673,3,1673,14 002400030018,0 SLOAN CIR SE,CITY OF ATLANTA,City of Atlanta,7000,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,2800,0,7000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00240003001,Watershed,13089021502,3,304,W02,Custer/McDonough/Guice,W,1, , ,0, , ,Residential,R-4, , ,0.32256588,"X,AE",35.3548473403,5967.82473535, , ,1332.57150873,7.89447819773,314,383.826730993,Benteen Park, ,3676.24094805,King Memorial,163.731803424,CUSTER AVE SE @ BENTEEN PARK DR SE,1, , ,Low Growth Res 1, ,At Risk of Becoming Exclusive,8.89382, , ,0,0,73571, , , ,1891.68359375,200.697796396,14 00240003001, ,SFR,Single-Family Residential,1891.6896,1,High,600,Vacant Exempt Land,E1,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1891.68359375,200.697886983583
1674,2,1674,14 005400030755,0 GEORGIA AVE SE,HOUSING AUTH CITY OF ATLANTA,Atlanta Housing Authority,39100,,,,,,,,,,,,,,E0,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,15640,0,39100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00540003075,HOUSING AUTH CITY OF ATLANTA,13121004900,2,609,W01,Grant Park,W,1,Scattered Site Lot,N/A,Cannot be developed,No, ,Residential,R-5,HC20KSA1 - Grant Park, ,0.29773223,X,100.000049542,15583.6010851, , ,0,0,37,55.6923457826,Georgia Hill Center, ,1357.53537311,King Memorial,14.0835654018,GEORGIA AVE SE @ HILL ST SE,0,Stadium, ,Low Growth Res 1, ,At Risk of Becoming Exclusive,1.03685, , ,0,0,118875,Grant Park Historic District, , ,1746.8046875,294.598965678,14 00540003075, ,OS,Open Space,1746.8052,1,High,600,Vacant Exempt Land,E0,,,,,R-5,100,R-5 = 100.0%,Single Family Residential,1746.80859375,294.599063855762
1675,2,1675,14 023700050134,0 M L KING JR DR NW,CITY OF ATLANTA,City of Atlanta,351200,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,140480,0,351200,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 02370005013,Parks,TBD,2,123,I05, ,I,10, , ,0, , ,Commercial,C-2-C, , ,0.4704089,X,99.9998964247,24625.779283, , ,0,0,434,108.132234547,Adamsville Recrecreation Center,ADNA,1980.843902,Hamilton E. Holmes,40.2443403862,MARTIN L KING JR DR SW @ MIDDLETON RD NW,1,Hollowell / Martin Luther King, ,Growth Area,"Block Group 2, Census Tract 78.08, Fulton County, Georgia-0.9584",At Risk of Gentrification,0.144309, , ,0,0,10907, , , ,2760.86328125,245.448032712,14 02370005013, ,OS,Open Space,2760.8581,1,High,600,Vacant Exempt Land,E1,,Yes,,,C-2-C,100,C-2-C = 100.0%,Commercial,2760.86328125,245.447982998959
1676,3,1676,15 207 04 114,"1592 WOODBINE AVENUE ATLANTA, GA 30317",ATLANTA CITY OF,City of Atlanta,5000,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 207 04 114,Parks,13089020500,2,108,O02,Kirkwood,O,5, , ,0, , ,Residential,R-4A, , ,0.1723775,X,100.000193025,9023.9247153, , ,0,0,488,73.0893282787,Coan Park,WECO,1135.99432194,Edgewood-Candler Park,130.931735583,HOSEA L WILLIAMS DR @ WOODBINE AVE SE,1, , ,Low Growth Res 1, ,Low-Income/Susceptible to Displacement,0.0296527, , ,0,0,83988, , , ,1011.6875,152.323918772,15 207 04 114, ,OS,Open Space,1011.688,1,High,0, , ,,Yes,,,R-4A,100,R-4A = 100.0%,Single Family Residential,1011.68359375,152.323794450464
1677,3,1677,14 008300010612,603 THURMOND ST NW,CITY OF ATLANTA,City of Atlanta,23800,,,,,,,,,,,,,,E3,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,9520,0,23800,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00830001061,Watershed,13121002600,1,111,L01,Vine City,L,3, ,N/A,Cannot be developed,No, ,Residential,SPI-11 SA7, ,Vine City,0.07948863,X,100.000198455,4161.66475213, , ,0,0,660,60.9613711818,Mims Park,MIMS,588.12558484,Vine City,191.392347548,JOSEPH E BOONE BLVD @ VINE ST NW,1,Westside, ,Growth Area,"Block Group 1, Census Tract 26, Fulton County, Georgia-0.8357",At Risk of Gentrification,0.0217453,Census Tract 26, ,0,0,33611, , , ,466.625,98.8604921272,14 00830001061, ,OS,Open Space,466.6222,1,High,100,Residential Vacant,E3,,Yes,,Yes,SPI-19 SA5,100,SPI-19 SA5 = 100.0%,Special Public Interest,466.625,98.8606854853593
1678,11,1678,14 003300010548,3698 RUBY H HARPER BLVD SE,ATLANTA HOUSING AUTHORITY,Atlanta Housing Authority,1069500,,,,,,,,,,,,,,E0,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,824200,98120,329680,245300,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00330001054,ATLANTA HOUSING AUTHORITY,13121007200,2,416,Z03,Blair Villa/Poole Creek,Z,12,Gilbert Gardens Annex,N/A,Cannot be developed,No,Industrial Area near airport,Industrial,I-1-C, , ,3.64215407,X,99.9999830429,190450.695394, , ,1108.59684091,0.58209115521,462,211.128133583,Harper Park, ,6149.07225589,East Point,42.4284290347,RUBY H HARPER BLVD SE@ ATKINSON DR,1, , ,Low Growth Res 1,"Block Group 2, Census Tract 72, Fulton County, Georgia-1",Ongoing Displacement,0.147275,Census Tract 72,City of Atlanta - Southside Industrial Park,2021,0,44219, , , ,21327.28125,721.021236378,14 00330001054, ,I,Industrial,21327.2691,1,Low,699,Improved Government Owned Exempt NEC (Nowhere else coded),E0,,,,,I-1-C,100,I-1-C = 100.0%,Industrial,21327.28125,721.02165464493
1679,3,1679,14 003400040015,0 SOUTHSIDE INDUSTRIAL PKY SE,DEADWOOD CAPITAL LLC,Invest Atlanta,162500,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,65000,0,162500,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00340004001,IA,13121007200,2,506,Z03,Blair Villa/Poole Creek,Z,12, ,N/A,0, , ,Industrial,I-1, , ,2.76544482,X,99.9999481468,144616.899808, , ,734.80710199,0.508105706833,462,515.54320015,Southside Park, ,6569.40523757,East Point,705.315022686,RUBY H HARPER BLVD SE @ 3447,1, , ,Growth Area,"Block Group 2, Census Tract 72, Fulton County, Georgia-1",Ongoing Displacement,2.93067,Census Tract 72,City of Atlanta - Southside Industrial Park,2021,0,44219, , , ,16195.8164063,529.391300217,14 00340004001, ,LDC,Low-Density Commercial,16000.6827,0.988,High,400,Vacant Industrial Land,I4,,,,,I-1,100,I-1 = 100.0%,Industrial,16195.8125,529.391449122769
1680,4,1680,17 011300060085,0 HABERSHAM RD NW,CITY OF ATLANTA,City of Atlanta,563100,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,225240,0,563100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 01130006008,Parks,13121009501,3,212,B01,Peachtree Heights West,B,8, , ,0, , ,Residential,R-2A, , ,4.28153066,X,100.000013525,224335.786167, , ,12917.2761365,5.75801039342,220,11.5533844053,Sibley Park,SIBL,2291.90489601,Lindbergh Center,487.303673861,PEACHTREE RD NW@ANDREWS DR NW,0, , ,Low Growth Res 1, ,Stable/Advanced Exclusive,3.44761, , ,0,0,250001, , , ,25173.46875,724.566672841,17 01130006008, ,OS,Open Space,25084.9229,0.9965,High,610,Recreation/Health,E1,,Yes,,,R-2A,100,R-2A = 100.0%,Single Family Residential,25173.47265625,724.566902633611
1681,3,1681,14 008500131002,0 IRA ST SW,WESTSIDE REVITALIZATION ACQUISITIONS LLC,Atlanta Housing Authority,28900,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,11560,0,28900,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00850013100,WESTSIDE REVITALIZATION ACQUISITIONS LLC,TBD,1,301,V04,Mechanicsville,V,4,McDaniel Glenn Community,Stage 3: Development approvals,Already committed to affordable housing, ,TBD: Developer: Columbia/SUMMECH CDC,Residential,SPI-18 SA10, , ,0.14442181,X,99.9998545462,7559.22116175, , ,0,0,380,248.703718809,Rosa L. Burney Park, ,1231.21843523,Garnett,106.442888948,MCDANIEL ST SW@GLENN ST SW,0, , ,Growth Area,"Block Group 1, Census Tract 44, Fulton County, Georgia-0.9384",Early/Ongoing Gentrification,0, , ,0,0,23587, , , ,847.34375,126.997845082,14 00850013100, ,MU,Mixed-Use,847.3433,1,High,600,Vacant Exempt Land,E1,,,,,SPI-18 SA10,100,SPI-18 SA10 = 100.0%,Special Public Interest,847.33984375,126.997742149679
1682,3,1682,17 024700010915,0 MACK DR NW,CITY OF ATLANTA,City of Atlanta,4700,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,1880,0,4700,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 02470001091,Public Works,TBD,2,212,G03,Almond Park,G,9, ,N/A,Cannot be developed,No, ,Residential,R-4A, , ,2.60811623,X,100.000084788,136594.768618, , ,28820.1483931,21.0990311859,103,1032.43796122,Selp, ,3284.5740303,Bankhead,648.028861022,HOLLYWOOD RD NW@ALVIN DR NW,1,Perry/Bolton, ,Low Growth Res 1,"Block Group 2, Census Tract 87, Fulton County, Georgia-0.7467",At Risk of Gentrification,1.47077, , ,0,0,12257, , , ,15320.8125,506.022993915,17 02470001091, ,LDR,Low-Density Residential,15320.8172,1,High,100,Residential Vacant,E1,,,,,R-4A,100,R-4A = 100.0%,Single Family Residential,15320.8359375,506.023291536734
1683,2,1683,14 006400020184,3708 WILSON RD SE,CITY OF ATLANTA,Aviation,38100,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,33100,2000,13240,5000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00640002018, ,13121007200,2,416,Z03,Blair Villa/Poole Creek,Z,12,3, ,0, , ,Residential,R-4, , ,0.10052809,X,99.9999763543,5256.64113898, , ,0,0,462,215.263699992,Harper Park, ,5815.28196012,East Point,92.0204682073,SOUTHSIDE INDUSTRIAL PKWY@WILSON RD,1, , ,Low Growth Res 1,"Block Group 2, Census Tract 72, Fulton County, Georgia-1",Ongoing Displacement,0.00296527,Census Tract 72,City of Atlanta - Southside Industrial Park,2021,0,44219, , , ,588.65625,102.301517413,14 00640002018, ,I,Industrial,588.654,1,Low,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,Yes,,,,R-4,100,R-4 = 100.0%,Single Family Residential,588.65625,102.301517412527
1684,4,1684,14 007200010425,0 COOPER ST SW,CITY OF ATLANTA,City of Atlanta,6400,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,2560,0,6400,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00720001042,Parks,TBD,2,709,Y02,Joyland,Y,12, , ,0, , ,Residential,R-4A,Beltline,Pittsburgh/Peoplestown,0.46530754,"AE,AE,X,X",16.6816718641,4061.63696562, , ,7491.07896092,30.7668366701,573,37.3294201497,Georgia Power,JOYL,2665.53553446,Oakland City,89.4579070097,ARTHUR LANGFORD JR PL SW @ 220,1,Beltline, ,Low Growth Res 2,"Block Group 2, Census Tract 67, Fulton County, Georgia-0.6755",Low-Income/Susceptible to Displacement,0.116634, , ,0,0,24716, , , ,2728.4609375,209.247183357,14 00720001042, ,OS,Open Space,2599.7318,0.9528,High,610,Recreation/Health,E1,,Yes,,,R-4A,100,R-4A = 100.0%,Single Family Residential,2728.45703125,209.247084530114
1685,4,1685,15 206 03 043,"0 DEARBORN STREET ATLANTA, GA 30317",ATLANTA CITY OF,City of Atlanta,0,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 206 03 043,Parks,13089020700,1,206,O02,Kirkwood,O,5, , ,0, , ,Residential,R-4A, , ,0.37081431,"AE,AE,AE,X,X",80.1099536605,15550.7807506, , ,429.214244804,2.21110012501,488,128.447316472,Kirkwood Urban Forest,KIDX,1595.22698523,Edgewood-Candler Park,243.849521257,HOSEA L WILLIAMS DR SE @ WARREN ST SE,0, , ,Low Growth Res 1,"Block Group 1, Census Tract 207, DeKalb County, Georgia-0.5719",Stable Moderate/Mixed Income,0.346935, , ,0,0,100000, , , ,2176.2734375,244.994808678,15 206 03 043, ,OS,Open Space,2176.2687,1,High,0, , ,,Yes,,,R-4A,100,R-4A = 100.0%,Single Family Residential,2176.26953125,244.99490729883
1686,3,1686,14 007900020146,0 PINE ST NW,ATLANTA HOUSING AUTHORITY,Atlanta Housing Authority,1770800,,,,,,,,,,,,,,E0,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,500000,508320,200000,1270800,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00790002014,ATLANTA HOUSING AUTHORITY,13121001900,1,103,M01,Downtown,M,4,Centennial Place (Cupola Bldg.),Stage 3: Development approvals,0, ,TBD: Developer Integrals,Residential,C-4-C, , ,1.17465551,X,99.9999248691,61504.1303084, , ,4057.31657952,6.59681473566,812,534.339755916,Atlanta Beltline, ,451.520379381,Civic Center,26.3538885623,CENTENNIAL OLYMPIC PARK DR @ MERRITSS AVE,1,Westside,Downtown Atlanta CID,Low Growth Res 2,"Block Group 1, Census Tract 19, Fulton County, Georgia-0.8016",High Student Population,0.387461, , ,0,0,23250, , , ,6896.640625,355.323022153,14 00790002014, ,MDR,Medium-Density Residential,6896.6435,1,Low,0, ,E0,,,,,RG-3,100,"C-4-C = 0.0%,RG-3 = 100.0%",Single Family Residential,6896.63671875,355.322921015136
1687,2,1687,14 0085  LL0166,0 CRUMLEY ST SW,MARTA,City of Atlanta,107600,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,43040,0,107600,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 0085  LL016,Parks,13121004900,1,305,V04,Mechanicsville,V,4, , ,0, , ,Residential,SPI-18 SA10, , ,0.60013272,X,100.000112732,31412.4446806, , ,0,0,380,88.9911956604,Rosa L. Burney Park,PHO1,1038.13042777,Garnett,7.61098840966,WINDSOR ST SW@CRUMLEY ST SW,0,Beltline, ,Growth Area,"Block Group 1, Census Tract 44, Fulton County, Georgia-0.9384",Early/Ongoing Gentrification,1.69317, , ,0,0,23587, , , ,3521.19921875,367.226525534,14 0085  LL016, ,OS,Open Space,3521.1946,1,High,600,Vacant Exempt Land,E1,,Yes,,,SPI-18 SA10,100,SPI-18 SA10 = 100.0%,Special Public Interest,3521.19921875,367.226525534064
1688,3,1688,14 008500110238,0 GLENN ST SW,CITY OF ATLANTA,City of Atlanta,36100,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,14440,0,36100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00850011023,Community Development,13121004900,1,204,V04,Mechanicsville,V,4, ,N/A,Cannot be developed,No, ,Residential,SPI-18 SA7, , ,0.07714363,X,99.9998758988,4037.81007965, , ,2467.62081034,61.1127739869,380,547.45947802,Welch Street Park, ,838.296194362,West End,181.796827476,RALPH D ABERNATHY BLVD @ HUMPHRIE ST,0,Beltline, ,Growth Area,"Block Group 1, Census Tract 44, Fulton County, Georgia-0.9384",Early/Ongoing Gentrification,0.0168032, , ,0,0,23587, , , ,452.61328125,87.6872249052,14 00850011023, ,I,Industrial,452.6145,1,High,600,Vacant Exempt Land,E1,,,,,SPI-18 SA7,100,SPI-18 SA7 = 100.0%,Special Public Interest,452.6171875,87.6873860139263
1689,2,1689,14 004100020323,394 CLIMAX ST SE,ATLANTA HOUSING AUTHORITY,Atlanta Housing Authority,53600,,,,,,,,,,,,,,E0,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,24300,11720,9720,29300,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00410002032,ATLANTA HOUSING AUTHORITY,13121006400,1,124,Y01,Englewood Manor,Y,1,Englewood Manor,Stage 3: Development approvals,Already committed to affordable housing, ,TBD: Developer:Michaels/Benoit,Residential,R-4A,Beltline,Boulevard Crossing,0.20013158,X,99.9999049765,10473.1349371, , ,0,0,290,339.803610769,Chosewood Park, ,3151.98657186,King Memorial,61.2373825596,ENGLEWOOD AVE SE @ MAILING AVE SE,1,Beltline, ,Low Growth Res 1,"Block Group 1, Census Tract 64, Fulton County, Georgia-0.7545",At Risk of Gentrification,0.0850044,Census Tract 64, ,0,0,30395, , , ,1173.7421875,143.467209221,14 00410002032, ,MUMD,Mixed-Use Medium-Density,1157.6807,0.9863,Low,699,Improved Government Owned Exempt NEC (Nowhere else coded),E0,,,,,MRC-3-C,100,MRC-3-C = 100.0%,Multi-Family Residential,1173.7421875,143.467106823155
1690,1,1690,17 024400010728,0 BOLTON RD NW,CITY OF ATLANTA,City of Atlanta,1900,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,760,0,1900,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 02440001072,Watershed,TBD,1,201,D01,Bolton,D,9, , ,0, , ,Commercial,C-1, , ,0.03273278,"AE,X",54.8317563806,940.318374027, , ,0,0,298,403.065803575,2310 Bolton Rd, ,6090.29695925,Bankhead,19.0966314982,BOLTON RD NW@BARNETT DR NW,0,Perry/Bolton, ,Growth Area, ,Advanced Gentrification,0.000988421, , ,0,0,110192, , , ,192.40625,55.9910963053,17 02440001072, ,LDC,Low-Density Commercial,192.4174,1.0001,High,600,Vacant Exempt Land,E1,,,,,C-1,100,C-1 = 100.0%,Commercial,192.4140625,55.9909606307592
1691,2,1691,17 0102  LL0267,0 KINSEY CT NE,CITY OF ATLANTA,City of Atlanta,332500,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,133000,0,332500,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 0102  LL026,Watershed,TBD,2,101,B10, ,E,7, ,N/A,Cannot be developed,No, ,Residential,R-4,Beltline,Peachtree/Collier,1.93662858,"AE,AE",0,0, , ,15062.7974784,14.8468537491,220,415.585861681,Peachtree Hills Park, ,1135.16340686,Lindbergh Center,246.805371552,ARMOUR DR @ 340,0,Beltline, ,Low Growth Res 2, ,Stable Moderate/Mixed Income,1.41245, , ,0,0,86919, , , ,11382.5507813,556.879417126,17 0102  LL026, ,SFR,Single-Family Residential,6761.4255,0.594,High,600,Vacant Exempt Land,E1,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,11382.546875,556.879291897259
