Address,ZoningCode,Latitude,Longitude,MaxSolarPanels,MaxSolarAreaM2,SunshineHoursPerYear,InstallationCost,AnnualEnergyProductionKWh,AnnualSavings,PaybackPeriodYears
0 WISTERIA WAY NE,Single Family Residential,33.7613694,-84.3157835,38,74.61508,1444.8428,11400,4745.44,616.9072,18.479278568964666
1060 HARDEE ST NE,Single Family Residential,33.7563477,-84.3527648,242,475.18027,1591.9138,72600,30220.96,3928.7248,18.479278568964666
0 LEE ST SW,Multi-Family Residential,33.7227913,-84.4225396,94,184.57416,1633.6853,28200,11738.72,1526.0336,18.479278568964666
0 LEE ST SW,Multi-Family Residential,33.7227913,-84.4225396,94,184.57416,1633.6853,28200,11738.72,1526.0336,18.479278568964666
1838 DONALD LEE HOLLOWELL PKWY NW,Single Family Residential,33.7740654,-84.4470085,220,431.98206,1511.3505,66000,27473.6,3571.5679999999998,18.47927856896467
0 VAN BUREN ST SW,Multi-Family Residential,33.9234117,-78.3598427,17,33.380432,1640.8334,5100,2122.96,275.9848,18.479278568964666
0 CAMPBELLTON RD SW,Multi-Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
1009 MERCURY DR NW,Single Family Residential,33.7810149,-84.506706,18,35.343987,1431.0778,5400,2247.84,292.2192,18.479278568964666
0 SHARON ST NW,Single Family Residential,33.7547241,-84.4334738,32,62.833755,1346.0128,9600,3996.16,519.5008,18.479278568964666
2020 ALISON CT SW # 1-4 A,Multi-Family Residential,33.7005296,-84.4538602,146,286.67902,1544.8174,43800,18232.48,2370.2224,18.479278568964666
0 CHATHAM WAY NW,Single Family Residential,41.5281893,-81.43878,31,60.8702,1405.432,9300,3871.28,503.26640000000003,18.479278568964666
0 OAKLAND DR SW,Multi-Family Residential,33.7236826,-84.4273897,42,82.46931,1586.0332,12600,5244.96,681.8448000000001,18.479278568964666
0 NEPTUNE PL NW,Single Family Residential,33.780068,-84.506631,18,35.343987,1431.0778,5400,2247.84,292.2192,18.479278568964666
42 CHAPPELL RD NW,Single Family Residential,33.755513,-84.43392399999999,27,53.01598,1385.9847,8100,3371.76,438.32880000000006,18.479278568964666
1162 ARDEN AVE SW,Multi-Family Residential,33.7169443,-84.42459459999999,44,86.396416,1532.1692,13200,5494.72,714.3136000000001,18.479278568964666
0 OAKCLIFF RD NW # REAR,Single Family Residential,33.7594937,-84.4948768,40,78.54219,1272.3856,12000,4995.2,649.376,18.47927856896467
0 COLEMAN ST SW,Single Family Residential,33.7284333,-84.4040116,43,84.43286,1647.5748,12900,5369.84,698.0792,18.479278568964666
1019 MERCURY DR NW,Single Family Residential,33.781113,-84.506492,18,35.343987,1431.0778,5400,2247.84,292.2192,18.479278568964666
71 JOHNSON RD NW,Single Family Residential,33.7833186,-84.45301660000001,12,23.562658,1166.2394,3600,1498.56,194.8128,18.479278568964666
1001 MERCURY DR NW,Single Family Residential,33.780883,-84.506968,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
0 NELMS DR SW,Single Family Residential,33.6939024,-84.4007473,5,9.817774,1215.1875,1500,624.4,81.172,18.47927856896467
981 NEPTUNE PL NW,Single Family Residential,33.78073500000001,-84.506654,18,35.343987,1431.0778,5400,2247.84,292.2192,18.479278568964666
1058 MERCURY DR NW,Single Family Residential,33.781158,-84.505442,27,53.01598,1550.5049,8100,3371.76,438.32880000000006,18.479278568964666
0 PONCE DE LEON AVE NE,Single Family Residential,33.7723086,-84.38736209999999,302,592.9936,1500.776,90600,37713.76,4902.7888,18.479278568964666
0 LEE PL SW,Multi-Family Residential,33.629925,-84.5266514,65,127.631065,1444.2712,19500,8117.2,1055.236,18.479278568964666
0 LEE ST SW,Multi-Family Residential,33.7227913,-84.4225396,94,184.57416,1633.6853,28200,11738.72,1526.0336,18.479278568964666
2031 ALISON CT SW,Multi-Family Residential,33.701184,-84.454785,150,294.53323,1657.7448,45000,18732,2435.1600000000003,18.479278568964666
1116 M L KING JR DR SW,Single Family Residential,42.3193673,-87.845998,65,127.631065,1506,19500,8117.2,1055.236,18.479278568964666
1020 BOLTON RD NW B 1,Single Family Residential,33.7837415,-84.49794949999999,154,302.38745,1490.9891,46200,19231.52,2500.0976,18.479278568964666
2031 ALISON CT SW,Multi-Family Residential,33.701184,-84.454785,150,294.53323,1657.7448,45000,18732,2435.1600000000003,18.479278568964666
0 CAMPBELLTON RD SW,Multi-Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
0 CAMP CREEK PKY SW,Single Family Residential,33.6703608,-84.5060471,74,145.30305,1491.0337,22200,9241.12,1201.3456,18.479278568964666
0 WEST PEACHTREE ST NW,Single Family Residential,33.7787318,-84.3872895,78,153.15727,1375.9701,23400,9740.64,1266.2832,18.479278568964666
0 BERNARD ST NW,Single Family Residential,33.7554445,-84.4314459,42,82.46931,1355.057,12600,5244.96,681.8448000000001,18.479278568964666
0 CHATHAM WAY NW,Single Family Residential,41.5281893,-81.43878,31,60.8702,1405.432,9300,3871.28,503.26640000000003,18.479278568964666
1361 LEE ST SW,Multi-Family Residential,33.7177924,-84.4256236,209,410.38297,1552.279,62700,26099.92,3392.9896,18.47927856896467
0 DEKALB AVE NE,Single Family Residential,40.6899907,-73.98265970000001,150,294.53323,1390.2689,45000,18732,2435.1600000000003,18.479278568964666
1180 FOSTER PL NW,Single Family Residential,33.7798609,-84.42593699999999,31,60.8702,1657.7834,9300,3871.28,503.26640000000003,18.479278568964666
80 ANDERSON AVE NW,Single Family Residential,33.752304,-84.445078,18,35.343987,1160.7888,5400,2247.84,292.2192,18.479278568964666
0 FULTON INDUSTRIAL BLVD,Multi-Family Residential,33.7309257,-84.5706408,158,310.24167,1513.0602,47400,19731.04,2565.0352000000003,18.479278568964666
0 CAMPBELLTON RD SW,Single Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
0 GLENWOOD AVE SE # RAMP,Single Family Residential,33.740045,-84.3371535,25,49.08887,1609.0521,7500,3122,405.86,18.479278568964666
0 KINGSBORO RD NE,Single Family Residential,33.8511393,-84.3554779,55,107.995514,1248.7306,16500,6868.4,892.8919999999999,18.47927856896467
966 MERCURY DR NW,Single Family Residential,33.780525,-84.50814299999999,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
1025 FULTON INDUSTRIAL BLVD NW,Single Family Residential,33.781349,-84.508335,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
0 HARDEE ST NE,Single Family Residential,33.7554087,-84.3438819,25,49.08887,1249.1865,7500,3122,405.86,18.479278568964666
0 CAMPBELLTON RD SW,Multi-Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
950 BOLTON RD 5-8,Single Family Residential,33.7812668,-84.4986006,137,269.00702,1665.6459,41100,17108.56,2224.1128000000003,18.479278568964666
1453 LA FRANCE ST NE,Single Family Residential,33.7604113,-84.339776,52,102.10485,1641.9868,15600,6493.76,844.1888,18.479278568964666
1821 HOLLYWOOD RD NW,Multi-Family Residential,33.8049211,-84.47019510000001,32,62.833755,1536.2804,9600,3996.16,519.5008,18.479278568964666
0 LELAND TER NE,Single Family Residential,33.7623326,-84.3135292,68,133.52173,1567.0205,20400,8491.84,1103.9392,18.479278568964666
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
0 ARDEN AVE SW,Multi-Family Residential,40.560657,-74.199665,901,1769.163,1453.2705,270300,112516.88,14627.1944,18.479278568964666
370 LELAND TER NE,Single Family Residential,33.7639011,-84.3137624,64,125.66751,1601.1953,19200,7992.32,1039.0016,18.479278568964666
0 ARDEN AVE SW,Multi-Family Residential,40.560657,-74.199665,901,1769.163,1453.2705,270300,112516.88,14627.1944,18.479278568964666
1100 FAIRBURN RD NW,Single Family Residential,33.779946,-84.508011,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
0 WEST LAKE AVE SW,Single Family Residential,33.7504103,-84.4441418,19,37.30754,1561.3684,5700,2372.72,308.4536,18.479278568964666
0 GREENWICH ST SW,Single Family Residential,33.7438944,-84.4297435,11,21.599104,704.8202,3300,1373.68,178.57840000000002,18.479278568964666
0 SHARON ST NW,Single Family Residential,33.7547241,-84.4334738,32,62.833755,1346.0128,9600,3996.16,519.5008,18.479278568964666
926 TILDEN ST NW,Single Family Residential,33.779857,-84.4252162,25,49.08887,1240.1954,7500,3122,405.86,18.479278568964666
37 CHAPPELL RD NW,Single Family Residential,33.7584372,-84.4335658,49,96.21419,1317.401,14700,6119.12,795.4856,18.47927856896467
1194 FOSTER PL NW,Single Family Residential,33.779864,-84.42639799999999,78,153.15727,1645.703,23400,9740.64,1266.2832,18.479278568964666
0 LEE ST SW,Multi-Family Residential,33.7227913,-84.4225396,94,184.57416,1633.6853,28200,11738.72,1526.0336,18.479278568964666
0 ARDEN AVE SW,Multi-Family Residential,40.560657,-74.199665,901,1769.163,1453.2705,270300,112516.88,14627.1944,18.479278568964666
0 LEE ST SW,Multi-Family Residential,33.7227913,-84.4225396,94,184.57416,1633.6853,28200,11738.72,1526.0336,18.479278568964666
0 OAKLAND DR SW,Multi-Family Residential,33.7236826,-84.4273897,42,82.46931,1586.0332,12600,5244.96,681.8448000000001,18.479278568964666
0 SHARON ST NW,Single Family Residential,33.7547241,-84.4334738,32,62.833755,1346.0128,9600,3996.16,519.5008,18.479278568964666
0 ARLINGTON DR NW REAR,Single Family Residential,33.7561253,-84.4930617,105,206.17326,1631.1364,31500,13112.4,1704.612,18.479278568964666
1262 DONALD LEE HOLLOWELL PKWY NW,Multi-Family Residential,33.771551,-84.428838,9,17.671993,1411.0984,2700,1123.92,146.1096,18.479278568964666
1457 LA FRANCE ST NE,Single Family Residential,33.760484,-84.3395759,87,170.82927,1612.3368,26100,10864.56,1412.3928,18.479278568964666
0 HARWELL RD NW,Single Family Residential,33.753201,-84.49287609999999,86,168.86572,1520.7476,25800,10739.68,1396.1584,18.479278568964666
0 SHARON ST NW,Single Family Residential,33.7547241,-84.4334738,32,62.833755,1346.0128,9600,3996.16,519.5008,18.479278568964666
423 CHEROKEE AVE SE,Single Family Residential,33.743053,-84.373785,23,45.161762,1661.1047,6900,2872.24,373.39119999999997,18.47927856896467
299 OAKDALE RD NE,Single Family Residential,33.76251999999999,-84.3415,54,106.03196,1200.4128,16200,6743.52,876.6576000000001,18.479278568964666
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
0 LEE PL SW,Multi-Family Residential,33.629925,-84.5266514,65,127.631065,1444.2712,19500,8117.2,1055.236,18.479278568964666
0 ARDEN AVE SW,Multi-Family Residential,40.560657,-74.199665,901,1769.163,1453.2705,270300,112516.88,14627.1944,18.479278568964666
980 MERCURY DR NW,Single Family Residential,33.7809389,-84.50793499999999,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
1442 OAKLAND DR SW,Multi-Family Residential,33.715604,-84.427235,38,74.61508,1408.378,11400,4745.44,616.9072,18.479278568964666
0 CONNALLY ST SE,Single Family Residential,33.7372397,-84.3815335,105,206.17326,1501.0347,31500,13112.4,1704.612,18.479278568964666
0 HARDEE ST NE,Single Family Residential,33.7554087,-84.3438819,25,49.08887,1249.1865,7500,3122,405.86,18.479278568964666
0 LEE PL SW,Multi-Family Residential,33.629925,-84.5266514,65,127.631065,1444.2712,19500,8117.2,1055.236,18.479278568964666
0 NORTHSIDE DR NW,Single Family Residential,33.7547203,-84.4028014,59,115.84974,1534.9318,17700,7367.92,957.8296,18.479278568964666
1186 FOSTER PL NW,Single Family Residential,33.779862,-84.426129,50,98.17774,1658.878,15000,6244,811.72,18.479278568964666
0 CHATHAM WAY NW,Single Family Residential,41.5281893,-81.43878,31,60.8702,1405.432,9300,3871.28,503.26640000000003,18.479278568964666
0 CANTERBURY RD NE,Single Family Residential,33.8282837,-84.3573724,44,86.396416,1633.1654,13200,5494.72,714.3136000000001,18.479278568964666
0 BERNARD ST NW,Single Family Residential,33.7554445,-84.4314459,42,82.46931,1355.057,12600,5244.96,681.8448000000001,18.479278568964666
892 COLEMAN ST SW,Single Family Residential,33.7305936,-84.40379569999999,7,13.7448845,1560.4078,2100,874.16,113.6408,18.479278568964666
1341 LEE ST SW,Multi-Family Residential,33.718305,-84.42499099999999,209,410.38297,1552.279,62700,26099.92,3392.9896,18.47927856896467
0 JAMES JACKSON PKWY,Single Family Residential,33.7969295,-84.4748945,260,510.52426,1526.0747,78000,32468.8,4220.944,18.479278568964666
0 LITTLE ST SE # REAR,Multi-Family Residential,33.7331723,-84.38793299999999,737,1447.1399,1576.7024,221100,92036.56,11964.7528,18.479278568964666
1086 MERCURY DR NW,Single Family Residential,33.7803169,-84.50543499999999,30,58.906647,1273.8218,9000,3746.4,487.03200000000004,18.479278568964666
283 OAKDALE RD NE,Single Family Residential,33.762116,-84.34162599999999,39,76.578636,1601.7958,11700,4870.32,633.1416,18.479278568964666
0 BERNARD ST NW,Single Family Residential,33.7554445,-84.4314459,42,82.46931,1355.057,12600,5244.96,681.8448000000001,18.479278568964666
0 HARDEE ST NE,Single Family Residential,33.7554087,-84.3438819,25,49.08887,1249.1865,7500,3122,405.86,18.479278568964666
0 CARROLL RD NW # REAR,Single Family Residential,33.8830976,-84.1649024,108,212.06392,1619.7738,32400,13487.04,1753.3152000000002,18.479278568964666
2020 ALISON CT SW # 1-4 D,Multi-Family Residential,33.6999293,-84.45441269999999,158,310.24167,1636.3271,47400,19731.04,2565.0352000000003,18.479278568964666
0 HARDEE ST NE,Single Family Residential,33.7554087,-84.3438819,25,49.08887,1249.1865,7500,3122,405.86,18.479278568964666
0 SHARON ST NW,Single Family Residential,33.7547241,-84.4334738,32,62.833755,1346.0128,9600,3996.16,519.5008,18.479278568964666
0 CAMPBELLTON RD SW,Multi-Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
0 OAKLAND DR SW,Multi-Family Residential,33.7236826,-84.4273897,42,82.46931,1586.0332,12600,5244.96,681.8448000000001,18.479278568964666
941 MERCURY DR NW,Single Family Residential,33.77969,-84.508175,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
0 BERNARD ST NW,Single Family Residential,33.7554445,-84.4314459,42,82.46931,1355.057,12600,5244.96,681.8448000000001,18.479278568964666
0 BERNARD ST NW,Single Family Residential,33.7554445,-84.4314459,42,82.46931,1355.057,12600,5244.96,681.8448000000001,18.479278568964666
246 MAYSON AVE NE,Single Family Residential,33.7604699,-84.3388051,43,84.43286,1511.1467,12900,5369.84,698.0792,18.479278568964666
2434 SAINT PAUL AVE NW,Single Family Residential,33.7895739,-84.4683519,22,43.198208,1286.1686,6600,2747.36,357.15680000000003,18.479278568964666
0 FOSTER PL NW,Single Family Residential,33.7797483,-84.427757,20,39.271095,1257.1563,6000,2497.6,324.688,18.47927856896467
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
1097 FAIRBURN RD NW,Single Family Residential,33.78008500000001,-84.507436,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
1065 MERCURY DR NW,Single Family Residential,33.78087,-84.506069,30,58.906647,1273.8218,9000,3746.4,487.03200000000004,18.479278568964666
0 HOLLY RD NW,Single Family Residential,33.7556455,-84.4378883,47,92.28708,1266.6086,14100,5869.36,763.0168,18.479278568964666
0 OAKLAND DR SW,Multi-Family Residential,33.7236826,-84.4273897,42,82.46931,1586.0332,12600,5244.96,681.8448000000001,18.479278568964666
0 CAMPBELLTON RD SW,Single Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
0 LEE PL SW,Multi-Family Residential,33.629925,-84.5266514,65,127.631065,1444.2712,19500,8117.2,1055.236,18.479278568964666
0 OAKLAND DR SW,Multi-Family Residential,33.7236826,-84.4273897,42,82.46931,1586.0332,12600,5244.96,681.8448000000001,18.479278568964666
1160 CAMPBELLTON RD SW,Multi-Family Residential,33.7179615,-84.42621609999999,244,479.1074,1559.6334,73200,30470.72,3961.1936,18.479278568964666
0 OAKLAND DR SW,Multi-Family Residential,33.7236826,-84.4273897,42,82.46931,1586.0332,12600,5244.96,681.8448000000001,18.479278568964666
0 IVYDALE DR SW,Single Family Residential,33.6991913,-84.4716885,47,92.28708,1103.8429,14100,5869.36,763.0168,18.479278568964666
0 ANTHONY ST NW,Multi-Family Residential,41.8400572,-71.051818,50,98.17774,1513.9237,15000,6244,811.72,18.479278568964666
1190 FOSTER PL NW,Single Family Residential,33.779863,-84.42626,50,98.17774,1658.878,15000,6244,811.72,18.479278568964666
1043 SEABOARD AVE NE,Single Family Residential,33.7565656,-84.3528919,242,475.18027,1591.9138,72600,30220.96,3928.7248,18.479278568964666
0 HARPER RD SE,Single Family Residential,33.6959351,-84.3858676,40,78.54219,1345.917,12000,4995.2,649.376,18.47927856896467
3762 M L KING JR DR SW,Single Family Residential,42.3196236,-87.8801514,18,35.343987,1426,5400,2247.84,292.2192,18.479278568964666
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
0 CAPITOL AVE SE,Multi-Family Residential,33.7398961,-84.3878653,198,388.78387,1597.9216,59400,24726.24,3214.4112000000005,18.479278568964666
959 NEPTUNE PL NW,Single Family Residential,33.780168,-84.5063629,18,35.343987,1431.0778,5400,2247.84,292.2192,18.479278568964666
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
1097 MERCURY DR NW,Single Family Residential,33.780287,-84.50604799999999,24,47.125317,1391.3514,7200,2997.12,389.6256,18.479278568964666
0 BEAUPREE ST SW,Single Family Residential,33.6983649,-84.4010364,36,70.68797,1053.3174,10800,4495.68,584.4384,18.479278568964666
914 BOLTON RD 5-8,Single Family Residential,33.7803219,-84.4987479,125,245.44435,1534.2932,37500,15610,2029.3000000000002,18.479278568964666
0 CHATHAM WAY NW,Single Family Residential,41.5281893,-81.43878,31,60.8702,1405.432,9300,3871.28,503.26640000000003,18.479278568964666
1073 MERCURY DR NW,Single Family Residential,33.780678,-84.506069,30,58.906647,1273.8218,9000,3746.4,487.03200000000004,18.479278568964666
0 ANDERSON AVE NW # REAR,Single Family Residential,33.7548956,-84.4460163,104,204.2097,1183.4072,31200,12987.52,1688.3776,18.479278568964666
0 CHILDRESS DR SW,Single Family Residential,33.7064232,-84.4885339,17,33.380432,922.8758,5100,2122.96,275.9848,18.479278568964666
1371 LEE ST SW,Multi-Family Residential,33.717717,-84.425636,209,410.38297,1552.279,62700,26099.92,3392.9896,18.47927856896467
0 FOSTER PL NW,Single Family Residential,33.7797483,-84.427757,20,39.271095,1257.1563,6000,2497.6,324.688,18.47927856896467
1031 MERCURY DR NW,Single Family Residential,33.781247,-84.506254,30,58.906647,1273.8218,9000,3746.4,487.03200000000004,18.479278568964666
4001 BLANTON AVE SW,Single Family Residential,33.6910113,-84.5195997,32,62.833755,1136.9414,9600,3996.16,519.5008,18.479278568964666
990 NEPTUNE PL NW,Single Family Residential,33.780675,-84.507398,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
2020 ALISON CT SW # 5-8 A,Multi-Family Residential,33.7003925,-84.4538719,146,286.67902,1544.8174,43800,18232.48,2370.2224,18.479278568964666
0 SHARON ST NW,Single Family Residential,33.7547241,-84.4334738,32,62.833755,1346.0128,9600,3996.16,519.5008,18.479278568964666
100 HIGHLAND DR NE,Single Family Residential,33.844456,-84.364733,36,70.68797,1086.5494,10800,4495.68,584.4384,18.479278568964666
965 MERCURY DR NW,Single Family Residential,33.780252,-84.507684,19,37.30754,1028.7045,5700,2372.72,308.4536,18.479278568964666
1072 MERCURY DR NW,Single Family Residential,33.780738,-84.505449,27,53.01598,1550.5049,8100,3371.76,438.32880000000006,18.479278568964666
0 BOLTON RD NW # REAR,Single Family Residential,33.797655,-84.4890808,31,60.8702,1252.1256,9300,3871.28,503.26640000000003,18.479278568964666
0 HARDEE ST NE,Single Family Residential,33.7554087,-84.3438819,25,49.08887,1249.1865,7500,3122,405.86,18.479278568964666
0 NEPTUNE PL NW,Single Family Residential,33.780068,-84.506631,18,35.343987,1431.0778,5400,2247.84,292.2192,18.479278568964666
0 ROCKMART DR NW,Single Family Residential,33.7549496,-84.4293953,7,13.7448845,1162.0603,2100,874.16,113.6408,18.479278568964666
0 LA FRANCE ST NE,Multi-Family Residential,33.7605839,-84.338102,56,109.959076,1509.4868,16800,6993.28,909.1264,18.479278568964666
289 OAKDALE RD NE,Single Family Residential,33.762226,-84.34164,48,94.25063,1452.7592,14400,5994.24,779.2512,18.479278568964666
950 BOLTON RD 5-8,Single Family Residential,33.7812668,-84.4986006,137,269.00702,1665.6459,41100,17108.56,2224.1128000000003,18.479278568964666
0 OAKLAND DR SW,Multi-Family Residential,33.7236826,-84.4273897,42,82.46931,1586.0332,12600,5244.96,681.8448000000001,18.479278568964666
0 WEST LAKE AVE SW,Single Family Residential,33.7504103,-84.4441418,19,37.30754,1561.3684,5700,2372.72,308.4536,18.479278568964666
1431 SHARON ST NW,Single Family Residential,33.7552118,-84.4343047,63,123.70396,1417.3549,18900,7867.44,1022.7672,18.479278568964666
1173 FOSTER PL NW,Single Family Residential,33.7798592,-84.4253056,25,49.08887,1240.1954,7500,3122,405.86,18.479278568964666
0 BERNARD ST NW,Single Family Residential,33.7554445,-84.4314459,42,82.46931,1355.057,12600,5244.96,681.8448000000001,18.479278568964666
0 LEE PL SW,Multi-Family Residential,33.629925,-84.5266514,65,127.631065,1444.2712,19500,8117.2,1055.236,18.479278568964666
0 SEABOARD AVE NE,Single Family Residential,35.7888144,-78.6385962,315,618.5198,1603.3877,94500,39337.2,5113.836,18.479278568964666
2662 PARK PL NE,Single Family Residential,33.7639898,-84.31328529999999,51,100.1413,1559.4424,15300,6368.88,827.9544000000001,18.479278568964666
2020 ALISON CT SW # 5-8 E,Multi-Family Residential,33.7002302,-84.45474469999999,153,300.4239,1540.8417,45900,19106.64,2483.8632000000002,18.479278568964666
0 OAKLAND DR SW,Multi-Family Residential,33.7236826,-84.4273897,42,82.46931,1586.0332,12600,5244.96,681.8448000000001,18.479278568964666
0 CAMPBELLTON RD SW,Multi-Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
950 BOLTON RD 5-8,Single Family Residential,33.7812668,-84.4986006,137,269.00702,1665.6459,41100,17108.56,2224.1128000000003,18.479278568964666
0 BROWNLEE RD SW,Single Family Residential,33.7557288,-84.50020339999999,200,392.71097,1566.5664,60000,24976,3246.88,18.479278568964666
1020 BOLTON RD NW A 6,Single Family Residential,33.7840582,-84.49883059999999,150,294.53323,1653.993,45000,18732,2435.1600000000003,18.479278568964666
950 BOLTON RD 5-8,Single Family Residential,33.7812668,-84.4986006,137,269.00702,1665.6459,41100,17108.56,2224.1128000000003,18.479278568964666
940 BOLTON RD 5-8,Single Family Residential,33.7781264,-84.5009181,23,45.161762,948.7458,6900,2872.24,373.39119999999997,18.47927856896467
3295 NORTHSIDE PKY NW,Single Family Residential,33.8451831,-84.4253447,387,759.89575,1465.0353,116100,48328.56,6282.7128,18.479278568964666
1655 HOLLYWOOD RD NW,Single Family Residential,33.8010329,-84.469324,1430,2807.8835,1551.3949,429000,178578.4,23215.192,18.47927856896467
677 FAIRBURN RD NW,Single Family Residential,33.7743613,-84.4993586,1518,2980.6763,1667.281,455400,189567.84,24643.8192,18.479278568964666
0 VAN BUREN ST SW,Multi-Family Residential,33.9234117,-78.3598427,17,33.380432,1640.8334,5100,2122.96,275.9848,18.479278568964666
0 PRYOR RD SW,Single Family Residential,33.7103405,-84.3935093,32,62.833755,1619.4803,9600,3996.16,519.5008,18.479278568964666
0 CAMPBELLTON RD SW,Multi-Family Residential,33.695262,-84.524129,61,119.77685,1367.3949,18300,7617.68,990.2984,18.479278568964666
933 MERCURY DR NW,Single Family Residential,33.7795103,-84.50847619999999,14,27.489769,1320.5872,4200,1748.32,227.2816,18.479278568964666
0 ANDERSON AVE NW,Single Family Residential,33.7548956,-84.4460163,104,204.2097,1183.4072,31200,12987.52,1688.3776,18.479278568964666
2064 DEKALB AVE NE,Single Family Residential,33.7632376,-84.31978579999999,21,41.234653,1618.6113,6300,2622.48,340.92240000000004,18.479278568964666
928 MERCURY DR NW,Single Family Residential,33.779811,-84.509148,21,41.234653,1280.0311,6300,2622.48,340.92240000000004,18.479278568964666
1172 ARDEN AVE SW,Multi-Family Residential,33.717036,-84.42661199999999,244,479.1074,1559.6334,73200,30470.72,3961.1936,18.479278568964666
1171 VAN BUREN ST SW,Multi-Family Residential,33.715473,-84.426542,457,897.34454,1659.9891,137100,57070.16,7419.120800000001,18.479278568964666
0 BURBANK DR NW,Single Family Residential,33.7547886,-84.42793209999999,45,88.35997,1481.712,13500,5619.6,730.5480000000001,18.479278568964666
0 MC DONOUGH BLVD SE,Single Family Residential,33.7215986,-84.3881518,108,212.06392,1532.6204,32400,13487.04,1753.3152000000002,18.479278568964666
1148 CAMPBELLTON RD SW,Multi-Family Residential,33.7180742,-84.42578850000001,209,410.38297,1552.279,62700,26099.92,3392.9896,18.47927856896467
0 LAWRENCE DR SW,Single Family Residential,33.7514334,-84.4996474,15,29.453323,1313.421,4500,1873.2,243.51600000000002,18.479278568964666
1447 LA FRANCE ST NE,Single Family Residential,33.7604089,-84.3398903,52,102.10485,1641.9868,15600,6493.76,844.1888,18.479278568964666
0 HARDEE ST NE,Single Family Residential,33.7554087,-84.3438819,25,49.08887,1249.1865,7500,3122,405.86,18.479278568964666
0 WEST LAKE AVE SW,Single Family Residential,33.7504103,-84.4441418,19,37.30754,1561.3684,5700,2372.72,308.4536,18.479278568964666
0 SHARON ST NW,Single Family Residential,33.7547241,-84.4334738,32,62.833755,1346.0128,9600,3996.16,519.5008,18.479278568964666
0 MERCURY DR NW,Single Family Residential,33.7781896,-84.5089833,27,53.01598,907.48553,8100,3371.76,438.32880000000006,18.479278568964666
0 LEE ST SW,Multi-Family Residential,33.7227913,-84.4225396,94,184.57416,1633.6853,28200,11738.72,1526.0336,18.479278568964666
0 NORFOLK ST NW,Single Family Residential,33.7692162,-84.4186534,6,11.781329,1205.2072,1800,749.28,97.4064,18.479278568964666
30 LITTLE ST SE,Multi-Family Residential,33.733364,-84.386911,67,131.55818,1691.941,20100,8366.96,1087.7048,18.479278568964666
756 HANK AARON DR SE,Multi-Family Residential,33.733816,-84.38749,533,1046.5747,1594.5872,159900,66561.04,8652.9352,18.479278568964666
0 CHAPPELL RD NW,Single Family Residential,33.7540094,-84.433593,54,106.03196,1556.2817,16200,6743.52,876.6576000000001,18.479278568964666
0 ROCKMART DR NW,Single Family Residential,33.7549496,-84.4293953,7,13.7448845,1162.0603,2100,874.16,113.6408,18.479278568964666
0 LEE ST SW,Multi-Family Residential,33.7227913,-84.4225396,94,184.57416,1633.6853,28200,11738.72,1526.0336,18.479278568964666
0 ARDEN AVE SW,Multi-Family Residential,40.560657,-74.199665,901,1769.163,1453.2705,270300,112516.88,14627.1944,18.479278568964666
155 HOLIDAY AVE NE,Single Family Residential,33.7579232,-84.3511195,124,243.4808,1634.3888,37200,15485.12,2013.0656000000001,18.479278568964666
0 LELAND TER NE,Single Family Residential,33.7623326,-84.3135292,68,133.52173,1567.0205,20400,8491.84,1103.9392,18.479278568964666
